ma_GeV,BR_gammagamma
0.17402945113788493,4.271429555920111e-07
0.17737617135207495,4.147958425960482e-07
0.1807228915662651,3.378021585531248e-07
0.18406961178045522,3.139173262177358e-07
0.19745649263721554,3.139173262177358e-07
0.20080321285140568,3.743246331565792e-07
0.2041499330655957,4.733247734183772e-07
0.20749665327978584,5.093383410334457e-07
0.21084337349397597,5.093383410334457e-07
0.214190093708166,6.254294739866655e-07
0.21753681392235613,6.254294739866655e-07
0.22088353413654627,4.946152653802363e-07
0.2242302543507363,4.946152653802363e-07
0.22757697456492643,4.5964271596038703e-07
0.23092369477911645,3.9116202693123714e-07
0.23427041499330659,3.6887479477937176e-07
0.23761713520749672,3.093469652525361e-07
0.24096385542168675,2.8747410206490715e-07
0.24431057563587688,2.446442607471615e-07
0.2476572958500669,1.9347470975726496e-07
0.25100401606425704,1.9347470975726496e-07
0.2543507362784472,1.8245110451187877e-07
0.2576974564926372,1.5300773131295386e-07
0.2677376171352075,1.4428981240974288e-07
0.27108433734939763,1.575622700854574e-07
0.27443105756358777,2.021773426728446e-07
0.2777777777777778,2.5564853721749204e-07
0.2811244979919679,3.1855521071378816e-07
0.28447121820615795,3.1855521071378816e-07
0.2878179384203481,4.0875677890252835e-07
0.2911646586345382,4.733247734183772e-07
0.29451137884872824,4.946152653802363e-07
0.2978580990629184,5.093383410334457e-07
0.3012048192771084,5.093383410334457e-07
0.30455153949129854,5.093383410334457e-07
0.3112449799196787,5.168634191283236e-07
0.31459170013386883,5.168634191283236e-07
0.31793842034805897,4.0875677890252835e-07
0.321285140562249,3.79854988659808e-07
0.32463186077643913,3.2326161634837685e-07
0.32797858099062926,2.5564853721749204e-07
0.3313253012048193,2.4825868954482624e-07
0.3346720214190094,2.4108245486294737e-07
0.33801874163319945,2.3757250574871453e-07
0.35809906291834004,2.2403634113155766e-07
0.3614457831325302,2.2734630393483936e-07
0.3647925033467202,2.2077456848386456e-07
0.36813922356091033,2.1439279744440741e-07
0.37148594377510047,2.1127142633544103e-07
0.38152610441767076,1.8245110451187877e-07
0.3848728246318608,1.8514667776710097e-07
0.3882195448460509,1.7979477643924387e-07
0.39156626506024095,1.720555910349656e-07
0.4149933065595717,1.6955061252172084e-07
0.4183400267737617,1.720555910349656e-07
0.43507362784471226,1.992338178724359e-07
0.4384203480589023,2.021773426728446e-07
0.4417670682730924,2.021773426728446e-07
0.6291834002677377,2.6714779403302115e-07
0.6325301204819278,2.791642957690521e-07
0.6358768406961177,2.832887312527458e-07
0.6392235609103079,2.832887312527458e-07
0.6459170013386881,3.3288405537604646e-07
0.6492637215528783,3.280375554680636e-07
0.6526104417670684,3.2326161634837685e-07
0.6559571619812583,3.1855521071378816e-07
0.6593038821954484,3.139173262177358e-07
0.6626506024096386,3.093469652525361e-07
0.6827309236947792,2.750999084488844e-07
0.6860776439089693,2.750999084488844e-07
0.6894243641231594,2.710946950436425e-07
0.6927710843373494,2.6714779403302115e-07
0.6961178045515395,2.594255456467016e-07
0.7061579651941099,2.2077456848386456e-07
0.7095046854082998,2.1756028438535771e-07
0.7128514056224899,2.0819549965238878e-07
0.7161981258366801,2.0819549965238878e-07
0.7429718875502007,2.021773426728446e-07
0.7463186077643909,2.1127142633544103e-07
0.749665327978581,2.519265187185865e-07
0.7530120481927711,2.6714779403302115e-07
0.7563587684069613,2.6714779403302115e-07
0.7597054886211514,3.139173262177358e-07
0.7630522088353413,3.280375554680636e-07
0.7663989290495314,3.3288405537604646e-07
0.7697456492637216,3.3288405537604646e-07
0.7797858099062918,4.147958425960482e-07
0.7831325301204819,4.271429555920111e-07
0.786479250334672,4.2092412876165105e-07
0.7898259705488622,3.63504301269445e-07
0.7931726907630523,2.8747410206490715e-07
0.7965194109772424,2.8747410206490715e-07
0.7998661311914324,2.2734630393483936e-07
0.8032128514056225,2.2734630393483936e-07
0.8065595716198126,1.7979477643924387e-07
0.8099062918340028,1.7979477643924387e-07
0.8132530120481929,1.7459757865869617e-07
0.8165997322623828,1.6708210429877046e-07
0.8299866131191433,1.4011893098780728e-07
0.8333333333333333,1.4011893098780728e-07
0.8366800535475234,1.4011893098780728e-07
0.8400267737617135,1.4011893098780728e-07
0.8701472556894243,1.4642158223581927e-07
0.8835341365461848,1.4218907928277917e-07
0.8868808567603748,1.4011893098780728e-07
0.893574297188755,1.21004785953209e-07
0.8969210174029452,1.1924306239055553e-07
0.9002677376171353,1.1411029832315047e-07
0.9036144578313254,1.1244895245394642e-07
1.0107095046854084,2.446442607471615e-07
1.0140562248995983,2.4108245486294737e-07
1.034136546184739,2.750999084488844e-07
1.037483266398929,2.832887312527458e-07
1.0408299866131192,2.8747410206490715e-07
1.0441767068273093,2.9172130847765056e-07
1.0475234270414993,2.8747410206490715e-07
1.0642570281124497,3.378021585531248e-07
1.0676037483266398,3.478574218745505e-07
1.07095046854083,3.582119974351165e-07
1.0742971887550201,3.529967449032816e-07
1.0843373493975903,4.147958425960482e-07
1.0876840696117804,4.398576016817999e-07
1.0943775100401607,4.4635615585811686e-07
1.1010709504685408,5.244996744030299e-07
1.104417670682731,5.561896845973827e-07
1.107764390896921,5.561896845973827e-07
1.1111111111111112,5.401123109850863e-07
1.1178045515394914,4.664335798217767e-07
1.1211512717536813,4.664335798217767e-07
1.1244979919678715,4.529507211212534e-07
1.1278447121820616,4.398576016817999e-07
1.1345381526104419,3.743246331565792e-07
1.1378848728246318,3.743246331565792e-07
1.141231593038822,3.582119974351165e-07
1.144578313253012,3.478574218745505e-07
1.1479250334672022,2.960312640639133e-07
1.1512717536813923,3.0040489589395866e-07
1.1546184738955823,2.832887312527458e-07
1.1579651941097724,2.791642957690521e-07
1.1613119143239625,2.3757250574871453e-07
1.1646586345381527,2.3757250574871453e-07
1.1680053547523428,2.2403634113155766e-07
1.1713520749665327,2.2077456848386456e-07
1.1746987951807228,1.8788207602197757e-07
1.178045515394913,1.906578876599248e-07
1.1813922356091031,1.7979477643924387e-07
1.1847389558232932,1.7717712217375464e-07
1.1981258366800536,1.8514667776710097e-07
1.2115127175368139,1.9347470975726496e-07
1.214859437751004,1.9347470975726496e-07
1.2382864792503347,1.9347470975726496e-07
1.2416331994645249,1.906578876599248e-07
1.2449799196787148,1.7979477643924387e-07
1.248326639892905,1.5300773131295386e-07
1.251673360107095,1.5526830161463958e-07
1.2550200803212852,1.485848473041126e-07
1.2583668005354753,1.4428981240974288e-07
1.2617135207496653,1.2279253761216391e-07
1.2650602409638554,1.2279253761216391e-07
1.2684069611780455,1.1750698797794814e-07
1.2717536813922357,1.1411029832315047e-07
1.2751004016064258,9.710937220564696e-08
1.2784471218206157,9.710937220564696e-08
1.2817938420348058,9.157637315804374e-08
1.285140562248996,7.793270403223097e-08
1.2884872824631861,7.793270403223097e-08
1.2918340026773762,7.90840991594812e-08
1.2951807228915664,7.90840991594812e-08
1.3119143239625168,1e-07
1.3186077643908969,1.1750698797794814e-07
1.321954484605087,1.1924306239055553e-07
1.3253012048192772,1.1924306239055553e-07
1.3286479250334673,1.1924306239055553e-07
1.3319946452476574,1.1924306239055553e-07
1.3353413654618473,1.1750698797794814e-07
1.3688085676037482,1.2460670191231272e-07
1.3721552878179384,1.283158351064559e-07
1.3755020080321285,1.3213537704138744e-07
1.3788487282463187,1.3213537704138744e-07
1.3855421686746987,1.5526830161463958e-07
1.3888888888888888,1.6464953539067247e-07
1.392235609103079,1.6464953539067247e-07
1.395582329317269,1.6464953539067247e-07
1.4022757697456494,1.9347470975726496e-07
1.4056224899598393,2.021773426728446e-07
1.4089692101740294,2.0516435576426265e-07
1.4123159303882196,2.0516435576426265e-07
1.4223560910307897,2.3757250574871453e-07
1.4257028112449799,2.3411365841537083e-07
1.42904953145917,2.519265187185865e-07
1.4323962516733602,2.519265187185865e-07
1.4357429718875503,2.519265187185865e-07
1.465863453815261,2.3411365841537083e-07
1.4926372155287817,1.7717712217375464e-07
1.499330655957162,1.507800729323472e-07
1.502677376171352,1.3807892223649648e-07
1.5060240963855422,1.1924306239055553e-07
1.5093708165997324,1.1411029832315047e-07
1.5127175368139223,9.430230170174897e-08
1.5160642570281124,9.430230170174897e-08
1.5194109772423026,9.024310147706013e-08
1.5227576974564927,7.457812578748428e-08
1.5261044176706828,7.457812578748428e-08
1.5294511378848727,7.242234975496383e-08
1.5327978580990629,6.93049622353293e-08
1.536144578313253,5.8979438949056685e-08
1.5495314591700136,5.8979438949056685e-08
1.5528781793842037,6.163237693451454e-08
1.5562248995983934,7.242234975496383e-08
1.5595716198125835,7.793270403223097e-08
1.5629183400267737,7.793270403223097e-08
1.5662650602409638,7.793270403223097e-08
1.569611780455154,9.569554491095378e-08
1.572958500669344,9.569554491095378e-08
1.5763052208835342,9.710937220564696e-08
1.5796519410977243,9.569554491095378e-08
1.6198125836680055,1.044980726041652e-07
1.6231593038821956,1.0760863779746336e-07
1.6265060240963858,1.0919847177985381e-07
1.6532797858099064,1.1924306239055553e-07
1.6599732262382867,1.2460670191231272e-07
1.6633199464524764,1.2279253761216391e-07
1.6666666666666665,1.21004785953209e-07
1.6700133868808567,1.21004785953209e-07
1.6967871485943777,1.1579618928625662e-07
1.7001338688085674,1.1924306239055553e-07
1.7034805890227576,1.21004785953209e-07
1.7068273092369477,1.21004785953209e-07
1.7101740294511378,1.21004785953209e-07
1.7369477911646585,1.3606861422352363e-07
1.7402945113788486,1.4011893098780728e-07
1.7436412315930387,1.4218907928277917e-07
1.7469879518072289,1.4218907928277917e-07
1.750334672021419,1.4218907928277917e-07
1.7603748326639894,1.6464953539067247e-07
1.7637215528781796,1.6955061252172084e-07
1.7670682730923697,1.7459757865869617e-07
1.7704149933065594,1.7717712217375464e-07
1.7737617135207495,1.7717712217375464e-07
1.7971887550200805,1.9633314821165897e-07
1.8005354752342706,1.9633314821165897e-07
1.8038821954484607,1.9633314821165897e-07
1.8072289156626504,1.992338178724359e-07
1.8105756358768406,1.992338178724359e-07
1.8139223560910307,1.992338178724359e-07
1.8172690763052208,1.9633314821165897e-07
1.8373493975903616,1.8514667776710097e-07
1.8406961178045518,1.8514667776710097e-07
1.8440428380187415,1.8245110451187877e-07
1.8473895582329316,1.7717712217375464e-07
1.8507362784471217,1.720555910349656e-07
1.8607764390896921,1.485848473041126e-07
1.8641231593038823,1.485848473041126e-07
1.8674698795180724,1.4642158223581927e-07
1.8708165997322626,1.4428981240974288e-07
1.8741633199464527,1.4011893098780728e-07
1.894243641231593,1.2460670191231272e-07
1.8975903614457832,1.2279253761216391e-07
1.9009370816599733,1.1924306239055553e-07
1.9042838018741635,1.1750698797794814e-07
1.9076305220883536,1.1579618928625662e-07
1.9210174029451137,1.0147742227290597e-07
1.9243641231593038,1.0147742227290597e-07
1.927710843373494,1e-07
1.931057563587684,9.710937220564696e-08
1.9344042838018742,9.569554491095378e-08
1.9477911646586343,8.264135935802466e-08
1.9511378848728245,8.264135935802466e-08
1.9544846050870146,8.143817364199006e-08
1.9578313253012047,8.025250525479042e-08
1.9611780455153949,7.90840991594812e-08
1.964524765729585,7.90840991594812e-08
1.9879518072289155,7.567995962858456e-08
1.9912985274431056,7.679807220826352e-08
1.9946452476572958,7.793270403223097e-08
2.0080321285140563,7.90840991594812e-08
2.0113788487282465,7.90840991594812e-08
2.0147255689424366,9.569554491095378e-08
2.0180722891566267,9.854408769969254e-08
2.0214190093708164,9.854408769969254e-08
2.0247657295850066,1.1750698797794814e-07
2.0281124497991967,1.2460670191231272e-07
2.031459170013387,1.2460670191231272e-07
2.034805890227577,1.2460670191231272e-07
2.038152610441767,1.4428981240974288e-07
2.0414993306559572,1.4642158223581927e-07
2.0448460508701474,1.485848473041126e-07
2.0481927710843375,1.507800729323472e-07
2.0515394912985276,1.5300773131295386e-07
2.0548862115127178,1.5300773131295386e-07
2.074966532797858,1.720555910349656e-07
2.0783132530120483,1.7459757865869617e-07
2.0816599732262384,1.7717712217375464e-07
2.0850066934404285,1.7979477643924387e-07
2.1218206157965196,1.9347470975726496e-07
2.1251673360107097,1.9347470975726496e-07
2.1285140562248994,1.906578876599248e-07
2.1318607764390896,1.8788207602197757e-07
2.1352074966532797,1.8514667776710097e-07
2.1552878179384205,1.6225238255252025e-07
2.1586345381526106,1.5989013015739654e-07
2.1619812583668003,1.5526830161463958e-07
2.1653279785809905,1.5300773131295386e-07
2.178714859437751,1.3213537704138744e-07
2.182061579651941,1.3213537704138744e-07
2.1854082998661313,1.3213537704138744e-07
2.1887550200803214,1.3213537704138744e-07
2.1921017402945115,1.3213537704138744e-07
2.1954484605087017,1.3021160183398452e-07
2.2222222222222223,1.4011893098780728e-07
2.2255689424364125,1.4218907928277917e-07
2.2289156626506026,1.4428981240974288e-07
2.2322623828647927,1.4642158223581927e-07
2.2356091030789824,1.485848473041126e-07
2.2389558232931726,1.507800729323472e-07
2.2423025435073627,1.507800729323472e-07
2.248995983935743,1.3021160183398452e-07
2.252342704149933,1.3021160183398452e-07
2.2556894243641232,1.2644766907989904e-07
2.2590361445783134,1.2279253761216391e-07
2.2690763052208838,1.044980726041652e-07
2.2724230254350735,1.044980726041652e-07
2.2757697456492636,1.0297667231153715e-07
2.2791164658634537,1.0147742227290597e-07
2.282463186077644,9.854408769969254e-08
2.285809906291834,9.854408769969254e-08
2.3058902275769744,9.157637315804374e-08
2.3092369477911645,9.710937220564696e-08
2.3125836680053546,9.710937220564696e-08
2.325970548862115,1.2279253761216391e-07
2.3293172690763053,1.1750698797794814e-07
2.3427041499330654,1.0147742227290597e-07
2.3460508701472556,1.0147742227290597e-07
2.3493975903614457,9.854408769969254e-08
2.352744310575636,9.569554491095378e-08
2.356091030789826,9.430230170174897e-08
2.3862115127175367,9.292934289180015e-08
2.389558232931727,9.430230170174897e-08
2.392904953145917,9.569554491095378e-08
2.396251673360107,9.710937220564696e-08
2.3995983935742973,9.569554491095378e-08
2.4029451137884874,9.569554491095378e-08
2.426372155287818,1.060419504035768e-07
2.429718875502008,1.0760863779746336e-07
2.433065595716198,1.0919847177985381e-07
2.4364123159303883,1.0919847177985381e-07
2.4397590361445785,1.0919847177985381e-07
2.4431057563587686,1.0919847177985381e-07
2.4732262382864794,1.1924306239055553e-07
2.4765729585006695,1.21004785953209e-07
2.4799196787148596,1.2279253761216391e-07
2.4832663989290498,1.2460670191231272e-07
2.4866131191432395,1.2644766907989904e-07
2.4899598393574296,1.2460670191231272e-07
